"","start1","end1","name1","start2","end2","name2"
"358",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"359",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"360",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"361",39848010,39848090,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"362",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"363",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"364",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"365",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"366",39848121,39848199,"IAPLTR2a",39847517,39847560,"IAPEz-int"
"367",39848163,39848201,"IAPLTR2a",39847794,39847889,"IAPEz-int"
"368",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"369",39848155,39848196,"IAPLTR2a",3201453,3201524,"IAPEz-int"
"370",39848182,39848201,"IAPLTR2a",39847979,39848077,"IAPEz-int"
"371",39848001,39848081,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"372",39848182,39848201,"IAPLTR2a",39847557,39847650,"IAPEz-int"
"373",39848136,39848201,"IAPLTR2a",39847749,39847847,"IAPEz-int"
"374",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"375",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"376",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"377",39848008,39848088,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"378",39847992,39848072,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"379",39848155,39848201,"IAPLTR2a",39847831,39847929,"IAPEz-int"
"380",39847992,39848072,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"381",39848013,39848093,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"382",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"383",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"384",39848174,39848201,"IAPLTR2a",39847092,39847206,"IAPEz-int"
"385",39847997,39848077,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"386",39847980,39848060,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"387",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"388",39848149,39848201,"IAPLTR2a",39846703,39846719,"IAPEz-int"
"389",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"390",39848133,39848201,"IAPLTR2a",39847796,39847813,"IAPEz-int"
"391",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"392",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"393",39848007,39848087,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"394",39848152,39848201,"IAPLTR2a",39847764,39847842,"IAPEz-int"
"395",39848148,39848190,"IAPLTR2a",39847551,39847605,"IAPEz-int"
"396",39848138,39848201,"IAPLTR2a",39847920,39847945,"IAPEz-int"
"397",39848119,39848201,"IAPLTR2a",39847794,39847812,"IAPEz-int"
"398",39847988,39848068,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"399",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"400",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"401",39847997,39848077,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"402",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"403",39848153,39848201,"IAPLTR2a",39847806,39847860,"IAPEz-int"
"404",39848141,39848199,"IAPLTR2a",39846352,39846391,"IAPEz-int"
"405",39847988,39848068,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"406",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"407",39847999,39848079,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"408",39847993,39848073,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"409",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"410",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"411",39848182,39848201,"IAPLTR2a",39847715,39847816,"IAPEz-int"
"412",39848182,39848201,"IAPLTR2a",39847979,39848069,"IAPEz-int"
"413",39847997,39848077,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"414",39848142,39848199,"IAPLTR2a",39847761,39847787,"IAPEz-int"
"415",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"416",39848155,39848201,"IAPLTR2a",39847831,39847929,"IAPEz-int"
"417",39848182,39848201,"IAPLTR2a",39847650,39847737,"IAPEz-int"
"418",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"419",39848154,39848201,"IAPLTR2a",39847382,39847425,"IAPEz-int"
"420",39848182,39848201,"IAPLTR2a",39847722,39847840,"IAPEz-int"
"421",39848182,39848201,"IAPLTR2a",39847675,39847767,"IAPEz-int"
"422",39847997,39848077,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"423",39847997,39848077,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"424",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"425",39847975,39848055,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"426",39848151,39848171,"IAPLTR2a",39848008,39848056,"IAPEz-int"
"427",39848163,39848201,"IAPLTR2a",39847996,39848094,"IAPEz-int"
"428",39848122,39848168,"IAPLTR2a",39846352,39846438,"IAPEz-int"
"429",39848008,39848088,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"430",39848006,39848086,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"431",39848140,39848201,"IAPLTR2a",39847796,39847834,"IAPEz-int"
"432",39847997,39848077,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"433",39848182,39848201,"IAPLTR2a",39847855,39847871,"IAPEz-int"
"434",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"435",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"436",39848182,39848201,"IAPLTR2a",39847679,39847740,"IAPEz-int"
"437",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"438",39848003,39848083,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"439",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"440",39848182,39848201,"IAPLTR2a",39847795,39847863,"IAPEz-int"
"441",39848166,39848201,"IAPLTR2a",39847741,39847811,"IAPEz-int"
"442",39848152,39848201,"IAPLTR2a",39847961,39847998,"IAPEz-int"
"443",39848183,39848200,"IAPLTR2a",39847795,39847902,"IAPEz-int"
"444",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"445",39848158,39848201,"IAPLTR2a",39848005,39848049,"IAPEz-int"
"446",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"447",39847997,39848077,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"448",39848182,39848201,"IAPLTR2a",39847712,39847781,"IAPEz-int"
"449",39848140,39848171,"IAPLTR2a",39847706,39847811,"IAPEz-int"
"450",39848121,39848168,"IAPLTR2a",39847796,39847832,"IAPEz-int"
"451",39848008,39848088,"IAPEz-int",39848117,39848205,"IAPLTR2a"
"452",39848153,39848201,"IAPLTR2a",3201491,3201544,"IAPEz-int"
"453",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"454",39848115,39848201,"IAPLTR2a",39848023,39848066,"IAPEz-int"
"455",39848143,39848196,"IAPLTR2a",39847745,39847798,"IAPEz-int"
"456",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"457",39848160,39848180,"IAPLTR2a",39847586,39847684,"IAPEz-int"
"458",39848182,39848199,"IAPLTR2a",39847582,39847682,"IAPEz-int"
"459",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"460",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"461",39848140,39848201,"IAPLTR2a",3201474,3201535,"IAPEz-int"
"462",39848117,39848147,"IAPLTR2a",39847249,39847315,"IAPEz-int"
"463",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"464",39848182,39848199,"IAPLTR2a",39847884,39848013,"IAPEz-int"
"465",39847966,39848047,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"466",39848182,39848201,"IAPLTR2a",39847893,39847992,"IAPEz-int"
"467",39848183,39848201,"IAPLTR2a",39847509,39847605,"IAPEz-int"
"468",39848154,39848201,"IAPLTR2a",39847794,39847847,"IAPEz-int"
"469",39847997,39848077,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"470",39847997,39848077,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"471",39848182,39848201,"IAPLTR2a",39847855,39847953,"IAPEz-int"
"472",39848175,39848201,"IAPLTR2a",39847935,39847998,"IAPEz-int"
"473",39848004,39848084,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"474",39848140,39848201,"IAPLTR2a",39847782,39847880,"IAPEz-int"
"475",39848174,39848201,"IAPLTR2a",39848010,39848095,"IAPEz-int"
"476",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"477",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"478",39848140,39848201,"IAPLTR2a",39847427,39847501,"IAPEz-int"
"479",39848155,39848199,"IAPLTR2a",3201496,3201551,"IAPEz-int"
"480",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"481",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"482",39848002,39848082,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"483",39848014,39848094,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"484",39848163,39848201,"IAPLTR2a",39847992,39848029,"IAPEz-int"
"485",39847988,39848069,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"486",39848161,39848199,"IAPLTR2a",39847935,39848033,"IAPEz-int"
"487",39847992,39848072,"IAPEz-int",39848099,39848187,"IAPLTR2a"
"488",39848174,39848201,"IAPLTR2a",39847693,39847802,"IAPEz-int"
"489",39847992,39848072,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"490",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"491",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"492",39847927,39848007,"IAPEz-int",39848321,39848409,"IAPLTR2a"
"493",39848141,39848201,"IAPLTR2a",39847529,39847553,"IAPEz-int"
"494",39848152,39848199,"IAPLTR2a",39847332,39847417,"IAPEz-int"
"495",39848121,39848201,"IAPLTR2a",39847919,39848009,"IAPEz-int"
"496",39848182,39848201,"IAPLTR2a",39847861,39847935,"IAPEz-int"
"497",39848003,39848083,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"498",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"499",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"500",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"501",39848008,39848088,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"502",39848099,39848156,"IAPLTR2a",39847517,39847552,"IAPEz-int"
"503",39848158,39848201,"IAPLTR2a",39847474,39847517,"IAPEz-int"
"504",39848006,39848086,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"505",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"506",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"507",39848008,39848088,"IAPEz-int",39848111,39848200,"IAPLTR2a"
"508",39847997,39848077,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"509",39847978,39848058,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"510",39848182,39848201,"IAPLTR2a",3201492,3201553,"IAPEz-int"
"511",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"512",39848114,39848199,"IAPLTR2a",39847794,39847839,"IAPEz-int"
"513",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"514",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"515",39848149,39848201,"IAPLTR2a",39847447,39847517,"IAPEz-int"
"516",39848141,39848198,"IAPLTR2a",39847706,39847724,"IAPEz-int"
"517",39848119,39848170,"IAPLTR2a",39847934,39847961,"IAPEz-int"
"518",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"519",39848004,39848084,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"520",39848184,39848201,"IAPLTR2a",39847799,39847919,"IAPEz-int"
"521",39848099,39848189,"IAPLTR2a",39847612,39847676,"IAPEz-int"
"522",39848182,39848199,"IAPLTR2a",39847986,39848084,"IAPEz-int"
"523",39848158,39848201,"IAPLTR2a",39848009,39848052,"IAPEz-int"
"524",39848140,39848196,"IAPLTR2a",39847761,39847838,"IAPEz-int"
"525",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"526",39848182,39848201,"IAPLTR2a",39847830,39847928,"IAPEz-int"
"527",39847997,39848077,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"528",39848068,39848103,"IAPLTR2a",39847958,39848056,"IAPEz-int"
"529",39848149,39848201,"IAPLTR2a",39848003,39848054,"IAPEz-int"
"530",39848160,39848201,"IAPLTR2a",39847842,39847940,"IAPEz-int"
"531",39848008,39848088,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"532",39848152,39848201,"IAPLTR2a",39847795,39847821,"IAPEz-int"
"533",39848182,39848201,"IAPLTR2a",39847782,39847872,"IAPEz-int"
"534",39847972,39848052,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"535",39848141,39848201,"IAPLTR2a",39847403,39847422,"IAPEz-int"
"536",39848010,39848090,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"537",39848182,39848201,"IAPLTR2a",39847762,39847860,"IAPEz-int"
"538",39847997,39848077,"IAPEz-int",39848112,39848202,"IAPLTR2a"
"539",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"540",39848149,39848201,"IAPLTR2a",39847684,39847724,"IAPEz-int"
"541",39847997,39848077,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"542",39848182,39848201,"IAPLTR2a",39847980,39848078,"IAPEz-int"
"543",39848012,39848092,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"544",39847980,39848060,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"545",39848128,39848201,"IAPLTR2a",39848022,39848061,"IAPEz-int"
"546",39848151,39848193,"IAPLTR2a",3201478,3201533,"IAPEz-int"
"547",39848153,39848201,"IAPLTR2a",39848008,39848055,"IAPEz-int"
"548",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"549",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"550",39848138,39848201,"IAPLTR2a",39847981,39848044,"IAPEz-int"
"551",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"552",39848164,39848201,"IAPLTR2a",39847517,39847559,"IAPEz-int"
"553",39848182,39848199,"IAPLTR2a",39847762,39847867,"IAPEz-int"
"554",39848182,39848201,"IAPLTR2a",39847570,39847668,"IAPEz-int"
"555",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"556",39848182,39848200,"IAPLTR2a",39847977,39848093,"IAPEz-int"
"557",39847989,39848069,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"558",39848155,39848199,"IAPLTR2a",39847543,39847580,"IAPEz-int"
"559",39848182,39848201,"IAPLTR2a",39847822,39847952,"IAPEz-int"
"560",39847988,39848068,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"561",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"562",39848007,39848087,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"563",39847992,39848072,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"564",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"565",39848009,39848089,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"566",39847993,39848073,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"567",39848182,39848199,"IAPLTR2a",39847894,39847992,"IAPEz-int"
"568",39848153,39848201,"IAPLTR2a",39847676,39847713,"IAPEz-int"
"569",39848162,39848201,"IAPLTR2a",39847893,39847967,"IAPEz-int"
"570",39848163,39848201,"IAPLTR2a",39847930,39847998,"IAPEz-int"
"571",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"572",39848119,39848199,"IAPLTR2a",39847873,39847961,"IAPEz-int"
"573",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"574",39847973,39848053,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"575",39848152,39848201,"IAPLTR2a",3201486,3201558,"IAPEz-int"
"576",39848098,39848178,"IAPLTR2a",39847999,39848087,"IAPEz-int"
"577",39848182,39848199,"IAPLTR2a",39847764,39847870,"IAPEz-int"
"578",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"579",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"580",39848144,39848196,"IAPLTR2a",39847745,39847798,"IAPEz-int"
"581",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"582",39847988,39848068,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"583",39847997,39848077,"IAPEz-int",39848110,39848200,"IAPLTR2a"
"584",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"585",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"586",39848182,39848199,"IAPLTR2a",39847836,39847924,"IAPEz-int"
"587",39848182,39848201,"IAPLTR2a",39847694,39847741,"IAPEz-int"
"588",39847992,39848072,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"589",39848182,39848201,"IAPLTR2a",39847960,39848081,"IAPEz-int"
"590",39848155,39848197,"IAPLTR2a",39847517,39847582,"IAPEz-int"
"591",39848182,39848201,"IAPLTR2a",3201505,3201562,"IAPEz-int"
"592",39848143,39848201,"IAPLTR2a",39847693,39847714,"IAPEz-int"
"593",39847992,39848072,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"594",39848163,39848201,"IAPLTR2a",39847716,39847797,"IAPEz-int"
"595",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"596",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"597",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"598",39848152,39848201,"IAPLTR2a",39847845,39847943,"IAPEz-int"
"599",39848005,39848085,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"600",39847978,39848058,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"601",39848096,39848153,"IAPLTR2a",39847492,39847542,"IAPEz-int"
"602",39848001,39848081,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"603",39848163,39848195,"IAPLTR2a",39847773,39847871,"IAPEz-int"
"604",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"605",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"606",39848070,39848097,"IAPLTR2a",39847453,39847550,"IAPEz-int"
"607",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"608",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"609",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"610",39848153,39848198,"IAPLTR2a",39847930,39847969,"IAPEz-int"
"611",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"612",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"613",39848121,39848160,"IAPLTR2a",39848004,39848055,"IAPEz-int"
"614",39848182,39848201,"IAPLTR2a",39847955,39848066,"IAPEz-int"
"615",39847997,39848077,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"616",39847998,39848078,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"617",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"618",39848182,39848201,"IAPLTR2a",39846435,39846478,"IAPEz-int"
"619",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"620",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"621",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"622",39847992,39848072,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"623",39848161,39848201,"IAPLTR2a",39847894,39847975,"IAPEz-int"
"624",39848121,39848201,"IAPLTR2a",39846847,39846879,"IAPEz-int"
"625",39848143,39848163,"IAPLTR2a",39847863,39847961,"IAPEz-int"
"626",39847988,39848068,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"627",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"628",39848182,39848201,"IAPLTR2a",39847517,39847593,"IAPEz-int"
"629",39848182,39848201,"IAPLTR2a",39848023,39848071,"IAPEz-int"
"630",39848182,39848201,"IAPLTR2a",39847853,39847951,"IAPEz-int"
"631",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"632",39848143,39848181,"IAPLTR2a",3201509,3201564,"IAPEz-int"
"633",39848143,39848201,"IAPLTR2a",39847705,39847726,"IAPEz-int"
"634",39847993,39848073,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"635",39848183,39848201,"IAPLTR2a",39847994,39848073,"IAPEz-int"
"636",39848183,39848201,"IAPLTR2a",39847440,39847552,"IAPEz-int"
"637",39847989,39848069,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"638",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"639",39847991,39848071,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"640",39848153,39848201,"IAPLTR2a",39847762,39847813,"IAPEz-int"
"641",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"642",39848182,39848201,"IAPLTR2a",39847991,39848089,"IAPEz-int"
"643",39848143,39848201,"IAPLTR2a",39847778,39847842,"IAPEz-int"
"644",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"645",39847988,39848068,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"646",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"647",39848007,39848087,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"648",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"649",39848164,39848201,"IAPLTR2a",39847773,39847871,"IAPEz-int"
"650",39848121,39848200,"IAPLTR2a",39847387,39847411,"IAPEz-int"
"651",39848182,39848201,"IAPLTR2a",39847967,39848065,"IAPEz-int"
"652",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"653",39847973,39848053,"IAPEz-int",39848110,39848200,"IAPLTR2a"
"654",39848002,39848082,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"655",39847992,39848072,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"656",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"657",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"658",39847997,39848077,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"659",39848182,39848201,"IAPLTR2a",39847997,39848095,"IAPEz-int"
"660",39848004,39848084,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"661",39847988,39848068,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"662",39847957,39848047,"IAPEz-int",39848099,39848121,"IAPLTR2a"
"663",39848152,39848201,"IAPLTR2a",39847848,39847951,"IAPEz-int"
"664",39848158,39848199,"IAPLTR2a",39847996,39848094,"IAPEz-int"
"665",39848182,39848201,"IAPLTR2a",39847447,39847545,"IAPEz-int"
"666",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"667",39848142,39848200,"IAPLTR2a",39847900,39847926,"IAPEz-int"
"668",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"669",39848121,39848201,"IAPLTR2a",39847960,39847988,"IAPEz-int"
"670",39848131,39848201,"IAPLTR2a",39848021,39848053,"IAPEz-int"
"671",39848146,39848201,"IAPLTR2a",39847744,39847762,"IAPEz-int"
"672",39848146,39848201,"IAPLTR2a",39847908,39847951,"IAPEz-int"
"673",39848164,39848201,"IAPLTR2a",39847800,39847865,"IAPEz-int"
"674",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"675",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"676",39847975,39848011,"IAPEz-int",39848119,39848208,"IAPLTR2a"
"677",39847992,39848072,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"678",39847995,39848075,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"679",39848128,39848165,"IAPLTR2a",39847657,39847775,"IAPEz-int"
"680",39848119,39848201,"IAPLTR2a",39848022,39848055,"IAPEz-int"
"681",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"682",39847988,39848078,"IAPEz-int",39848097,39848153,"IAPLTR2a"
"683",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"684",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"685",39848143,39848201,"IAPLTR2a",39847894,39847927,"IAPEz-int"
"686",39848140,39848201,"IAPLTR2a",39847793,39847833,"IAPEz-int"
"687",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"688",39848004,39848084,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"689",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"690",39848099,39848189,"IAPLTR2a",3201463,3201544,"IAPEz-int"
"691",39848144,39848194,"IAPLTR2a",39847549,39847577,"IAPEz-int"
"692",39847992,39848072,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"693",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"694",39848146,39848201,"IAPLTR2a",39847937,39848022,"IAPEz-int"
