gene1	gene2	type1	type2	interaction	bin	covfilter
FAM136A	FAM136A	coding	coding	intra	600__1700	7
FAM192A	FAM192A	coding	coding	intra	1200__1400	5
FAM208A	FAM208A	coding	coding	intra	5600__8200	7
FAM20B	FAM20B	coding	coding	intra	5500__5700	9
FAM3A	FAM3A	coding	coding	intra	500__700	4
FAM45A	FAM45A	coding	coding	intra	1800__2000	4
ATP5D	FAM96B	coding	coding	inter	100__0	10
FAU	FAU	coding	coding	intra	100__400	4
FBL	FBL	coding	coding	intra	900__1000	5
FBN1	FBN1	coding	coding	intra	9700__9800	6
ACTB	FBXW5	coding	coding	inter	1700__1200	12
FDXR	FDXR	coding	coding	intra	200__400	5
FEN1	FEN1	coding	coding	intra	1700__2100	8
FEN1	FEN1	coding	coding	intra	1700__2200	9
ACTB	FKBP11	coding	coding	inter	1700__0	6
EEF2	FKBP8	coding	coding	inter	2500__1300	4
ACTB	FLNA	coding	coding	inter	1600__6900	9
FLNA	FLNA	coding	coding	intra	8200__8400	12
FSCN1	FSCN1	coding	coding	intra	1300__2400	5
FSTL1	FSTL1	coding	coding	intra	1900__3400	5
FSTL3	FSTL3	coding	coding	intra	1000__1100	6
CCT5	FTH1	coding	coding	inter	1000__100	6
EFHD2	FTH1	coding	coding	inter	100__100	7
EEF2	FTH1	coding	coding	inter	2800__100	6
ANXA2	FTH1	coding	coding	inter	1300__500	6
FTH1	FTH1	coding	coding	intra	700__800	196
ENO1	FTH1	coding	coding	inter	1600__300	9
FTH1	FTH1	coding	coding	intra	500__800	12
EEF1G	FTH1	coding	coding	inter	1300__300	5
ALDOA	FTH1	coding	coding	inter	2200__500	6
EEF2	FTH1	coding	coding	inter	2800__0	6
COPS6	FTH1	coding	coding	inter	0__200	4
FTH1	FTH1	coding	coding	intra	200__400	11
CBR1	FTH1	coding	coding	inter	1300__100	4
ACTG1	FTH1	coding	coding	inter	100__500	9
FTH1	FTH1	coding	coding	intra	600__800	27
EIF5A	FTH1	coding	coding	inter	100__200	36
FTH1	FTH1	coding	coding	intra	500__600	10
CLU	FTH1	coding	coding	inter	900__500	9
CLU	FTH1	coding	coding	inter	400__700	6
EIF5A	FTH1	coding	coding	inter	700__700	4
CD59	FTH1	coding	coding	inter	1600__500	4
FTH1	FTH1	coding	coding	intra	200__300	10
ACTB	FTH1	coding	coding	inter	1700__800	4
CDKN2A	FTH1	coding	coding	inter	300__100	4
ACTN4	FTH1	coding	coding	inter	100__100	20
FTH1	FTH1	coding	coding	intra	300__500	7
CLU	FTH1	coding	coding	inter	1600__500	9
FTH1	FTH1	coding	coding	intra	0__700	4
EEF1G	FTH1	coding	coding	inter	1300__200	7
COL3A1	FTH1	coding	coding	inter	4200__500	5
FTH1	FTH1	coding	coding	intra	200__500	5
EIF5A	FTH1	coding	coding	inter	1000__500	9
ACTG1	FTH1	coding	coding	inter	1700__200	5
DSP	FTH1	coding	coding	inter	8300__700	6
EEF2	FTH1	coding	coding	inter	2900__0	24
BTF3	FTH1	coding	coding	inter	1000__400	6
ACTB	FTH1	coding	coding	inter	1700__100	4
FTH1	FTH1	coding	coding	intra	100__800	25
ACTB	FTH1	coding	coding	inter	0__500	9
EEF1A2	FTH1	coding	coding	inter	600__100	8
FTH1	FTH1	coding	coding	intra	600__700	19
B2M	FTH1	coding	coding	inter	900__300	24
EIF5A	FTH1	coding	coding	inter	100__100	18
FTH1	FTH1	coding	coding	intra	300__400	18
FTH1	FTH1	coding	coding	intra	600__900	21
FTH1	FTL	coding	coding	inter	500__400	8
FTL	FTL	coding	coding	intra	400__800	31
FTL	FTL	coding	coding	intra	200__800	5
FTL	FTL	coding	coding	intra	100__200	19
FTL	FTL	coding	coding	intra	200__500	4
CLU	FTL	coding	coding	inter	1600__600	74
EEF1A1	FTL	coding	coding	inter	800__300	5
FTL	FTL	coding	coding	intra	100__800	4
FTL	FTL	coding	coding	intra	600__700	7
FTL	FTL	coding	coding	intra	100__300	59
CSRP1	FTL	coding	coding	inter	1100__800	8
FTL	FTL	coding	coding	intra	100__400	8
FTL	FTL	coding	coding	intra	300__400	20
ACTG1	FTL	coding	coding	inter	900__100	17
FTL	FTL	coding	coding	intra	200__400	23
FLNA	FTL	coding	coding	inter	8400__500	5
EEF1D	FTL	coding	coding	inter	1900__600	7
FTL	FTL	coding	coding	intra	400__700	12
FTL	FTL	coding	coding	intra	500__800	37
FTL	FTL	coding	coding	intra	200__600	7
FTL	FTL	coding	coding	intra	400__500	11
FTL	FTL	coding	coding	intra	500__700	82
EEF2	FTL	coding	coding	inter	2200__600	13
FTL	FTL	coding	coding	intra	200__300	23
FTL	FTL	coding	coding	intra	500__600	13
FTL	FTL	coding	coding	intra	100__600	12
FTH1	FUS	coding	coding	inter	200__700	11
FXR1	FXR1	coding	coding	intra	800__1200	6
FXYD5	FXYD5	coding	coding	intra	0__100	9
GABARAPL2	GABARAPL2	coding	coding	intra	500__700	5
GALNT2	GALNT2	coding	coding	intra	4100__4200	6
GALNT2	GALNT2	coding	coding	intra	4000__4100	15
GAMT	GAMT	coding	coding	intra	200__300	7
GANAB	GANAB	coding	coding	intra	2600__2700	4
GANAB	GANAB	coding	coding	intra	3500__3900	4
GAPDH	GAPDH	coding	coding	intra	500__600	5
CLU	GAPDH	coding	coding	inter	1500__1100	9
CAV1	GAPDH	coding	coding	inter	2500__1400	15
GAPDH	GAPDH	coding	coding	intra	1100__1300	36
EEF1A1	GAPDH	coding	coding	inter	400__1300	8
GAPDH	GAPDH	coding	coding	intra	700__1000	24
ALDOA	GAPDH	coding	coding	inter	1400__1400	4
GAPDH	GAPDH	coding	coding	intra	500__1200	12
ACTB	GAPDH	coding	coding	inter	0__500	5
ACTB	GAPDH	coding	coding	inter	1600__600	21
GAPDH	GAPDH	coding	coding	intra	1200__1300	5
GAPDH	GAPDH	coding	coding	intra	1200__1400	30
APRT	GAPDH	coding	coding	inter	200__1400	7
GAPDH	GAPDH	coding	coding	intra	700__900	10
GAPDH	GAPDH	coding	coding	intra	400__600	11
EIF5A	GAPDH	coding	coding	inter	700__800	25
ATP5B	GAPDH	coding	coding	inter	900__1100	9
GAPDH	GAPDH	coding	coding	intra	1000__1100	10
FTH1	GAPDH	coding	coding	inter	800__1400	6
ADGRG1	GAPDH	coding	coding	inter	2700__1400	4
CLU	GAPDH	coding	coding	inter	1500__600	12
GAPDH	GAPDH	coding	coding	intra	500__700	7
CCT7	GAPDH	coding	coding	inter	700__700	4
DBN1	GAPDH	coding	coding	inter	2700__1400	11
ALDOA	GAPDH	coding	coding	inter	1500__500	4
GAPDH	GAPDH	coding	coding	intra	500__1100	90
GAPDH	GAPDH	coding	coding	intra	300__400	18
EFHD2	GAPDH	coding	coding	inter	1100__1400	4
EEF1A1	GAPDH	coding	coding	inter	1100__500	20
C19orf43	GAPDH	coding	coding	inter	500__1400	4
GAPDH	GAPDH	coding	coding	intra	1100__1200	16
EIF5A	GAPDH	coding	coding	inter	1100__1200	6
EEF1A1	GAPDH	coding	coding	inter	1300__700	5
EEF1G	GAPDH	coding	coding	inter	1400__1000	11
GAPDH	GAPDH	coding	coding	intra	700__800	6
FTH1	GAPDH	coding	coding	inter	500__700	7
ACTB	GAPDH	coding	coding	inter	1700__1100	25
GAPDH	GAPDH	coding	coding	intra	100__200	286
ENO1	GAPDH	coding	coding	inter	2200__1400	100
GAPDH	GAPDH	coding	coding	intra	800__900	5
FTH1	GAPDH	coding	coding	inter	500__1300	17
EEF1A1	GAPDH	coding	coding	inter	800__1400	6
BASP1	GAPDH	coding	coding	inter	1000__1300	13
GAPDH	GAPDH	coding	coding	intra	1300__1400	4
ACTB	GAPDH	coding	coding	inter	1600__200	14
GDI2	GDI2	coding	coding	intra	1600__2300	5
GLMP	GLMP	coding	coding	intra	100__400	11
GLP2R	GLP2R	coding	coding	intra	3200__3600	6
GLP2R	GLP2R	coding	coding	intra	3700__4100	6
FTH1	GLRX3	coding	coding	inter	100__0	8
GLRX5	GLRX5	coding	coding	intra	700__800	6
FTH1	GLTSCR2	coding	coding	inter	100__100	4
FTH1	GLUL	coding	coding	inter	500__2000	7
GLUL	GLUL	coding	coding	intra	2700__2900	57
GLUL	GLUL	coding	coding	intra	2700__3000	10
GMPR2	GMPR2	coding	coding	intra	500__700	12
GNAS	GNAS	coding	coding	intra	2300__2900	5
GNAS	GNAS	coding	coding	intra	2900__3300	6
GNAS	GNAS	coding	coding	intra	3000__3100	7
GNAS	GNAS	coding	coding	intra	3300__3600	7
EEF1A1	GNAS	coding	coding	inter	400__3600	4
GNB2L1	GNB2L1	coding	coding	intra	400__500	8
EEF1A1	GNB2L1	coding	coding	inter	400__900	6
GNB2L1	GNB2L1	coding	coding	intra	800__1000	56
EEF1A1	GNB2L1	coding	coding	inter	300__500	6
GNB2L1	GNB2L1	coding	coding	intra	0__100	8
GNB2L1	GNB2L1	coding	coding	intra	100__300	10
GNB2L1	GNB2L1	coding	coding	intra	100__200	6
FTH1	GNB2L1	coding	coding	inter	400__100	5
GNB2L1	GNB2L1	coding	coding	intra	600__700	9
GNB2L1	GNB2L1	coding	coding	intra	800__900	6
GNB2L1	GNB2L1	coding	coding	intra	500__1000	22
GNG11	GNG11	coding	coding	intra	700__900	12
GNG5	GNG5	coding	coding	intra	500__700	8
GNG5	GNG5	coding	coding	intra	600__700	20
GNL3	GNL3	coding	coding	intra	100__300	7
GOLPH3	GOLPH3	coding	coding	intra	1900__2500	11
GOLPH3	GOLPH3	coding	coding	intra	1800__2500	15
GOT2	GOT2	coding	coding	intra	2000__2200	6
GPR180	GPR180	coding	coding	intra	3100__3400	4
GPS1	GPS1	coding	coding	intra	2100__2200	4
GPX1	GPX1	coding	coding	intra	200__900	6
GPX1	GPX1	coding	coding	intra	0__1100	4
GPX1	GPX1	coding	coding	intra	300__600	8
GPX1	GPX1	coding	coding	intra	1000__1100	9
GPX4	GPX4	coding	coding	intra	800__900	35
GPX8	GPX8	coding	coding	intra	1000__1100	7
ACTB	GRINA	coding	coding	inter	1700__1600	10
GRINA	GRINA	coding	coding	intra	100__200	11
GSPT1	GSPT1	coding	coding	intra	800__900	5
GSPT1	GSPT1	coding	coding	intra	2200__2500	5
GSTK1	GSTK1	coding	coding	intra	400__600	8
EEF1A1	GSTP1	coding	coding	inter	800__400	5
GAPDH	GSTP1	coding	coding	inter	1300__800	5
GTPBP4	GTPBP4	coding	coding	intra	2000__2200	9
GUK1	GUK1	coding	coding	intra	100__300	9
GUK1	GUK1	coding	coding	intra	900__1000	9
H1FX	H1FX	coding	coding	intra	1200__1400	6
GAPDH	H2AFX	coding	coding	inter	1400__600	8
H2AFZ	H2AFZ	coding	coding	intra	700__900	5
H2AFZ	H2AFZ	coding	coding	intra	400__600	24
H2AFZ	H2AFZ	coding	coding	intra	500__600	8
H2AFZ	H2AFZ	coding	coding	intra	600__800	8
H2AFZ	H2AFZ	coding	coding	intra	700__800	34
H2AFZ	H2AFZ	coding	coding	intra	600__900	12
H3F3A	H3F3A	coding	coding	intra	600__900	239
H3F3A	H3F3A	coding	coding	intra	200__300	4
H3F3B	H3F3B	coding	coding	intra	1100__1300	11
H3F3B	H3F3B	coding	coding	intra	1100__1400	9
HAGHL	HAGHL	coding	coding	intra	800__1000	5
ACTB	HAX1	coding	coding	inter	1100__800	9
HCFC1R1	HCFC1R1	coding	coding	intra	400__500	4
HDAC1	HDAC1	coding	coding	intra	1800__1900	5
HDGF	HDGF	coding	coding	intra	1500__1800	4
HDGF	HDGF	coding	coding	intra	1700__2200	5
FTH1	HDGF	coding	coding	inter	500__2200	4
GAPDH	HDGF	coding	coding	inter	1400__2200	12
HDLBP	HDLBP	coding	coding	intra	4100__4300	7
HECTD1	HECTD1	coding	coding	intra	8900__9000	4
HERPUD1	HERPUD1	coding	coding	intra	1500__1800	4
RPL8	hg19_tRNAs_chr1.tRNA134-GluTTC	coding	trna	inter	200__0	19
LGALS1	hg19_tRNAs_chr2.tRNA27-GlyCCC	coding	trna	inter	0__0	7
HIGD2A	HIGD2A	coding	coding	intra	400__500	4
CFL1	HLA-A	coding	coding	inter	1000__800	4
ACTB	HLA-A	coding	coding	inter	1100__300	10
HLA-A	HLA-A	coding	coding	intra	600__700	4
FTL	HMG20B	coding	coding	inter	600__1300	4
HMGA1	HMGA1	coding	coding	intra	1000__1500	8
HMGA1	HMGA1	coding	coding	intra	1000__1600	4
HMGA1	HMGA1	coding	coding	intra	1100__1500	8
HMGA1	HMGA1	coding	coding	intra	1900__2100	4
HMGA1	HMGA1	coding	coding	intra	0__300	43
HMGA1	HMGA1	coding	coding	intra	0__400	14
HMGB1	HMGB1	coding	coding	intra	1700__2100	12
HMGB1	HMGB1	coding	coding	intra	1100__1200	7
HMGB1	HMGB1	coding	coding	intra	800__1000	5
HMGB2	HMGB2	coding	coding	intra	900__1000	4
HMGB3	HMGB3	coding	coding	intra	2700__3500	4
FTH1	HMGN1	coding	coding	inter	700__500	4
ACTB	HMGN1	coding	coding	inter	1600__300	5
HMGN1	HMGN1	coding	coding	intra	900__1100	6
ACTB	HMGN2	coding	coding	inter	1600__600	7
HMGN2	HMGN2	coding	coding	intra	600__800	17
EIF5A	HMGN2	coding	coding	inter	100__100	19
HNRNPA0	HNRNPA0	coding	coding	intra	1100__1200	5
ACTB	HNRNPA0	coding	coding	inter	0__900	13
ACTB	HNRNPA0	coding	coding	inter	0__1100	8
FTH1	HNRNPA0	coding	coding	inter	100__1100	5
FTH1	HNRNPA0	coding	coding	inter	200__1100	8
HNRNPA2B1	HNRNPA2B1	coding	coding	intra	2500__3200	7
ACTB	HNRNPA2B1	coding	coding	inter	1500__900	10
HNRNPA2B1	HNRNPA2B1	coding	coding	intra	1500__1600	8
HNRNPA2B1	HNRNPA2B1	coding	coding	intra	1300__1500	9
ATP5G2	HNRNPA2B1	coding	coding	inter	900__1300	4
HNRNPA2B1	HNRNPA2B1	coding	coding	intra	2500__3100	7
HNRNPC	HNRNPC	coding	coding	intra	1000__1200	4
HNRNPC	HNRNPC	coding	coding	intra	1500__1600	20
HNRNPC	HNRNPC	coding	coding	intra	1000__1300	8
HNRNPC	HNRNPC	coding	coding	intra	1400__1600	6
HNRNPD	HNRNPD	coding	coding	intra	1100__1300	17
ACTB	HNRNPD	coding	coding	inter	0__300	16
ACTB	HNRNPD	coding	coding	inter	0__200	9
HNRNPDL	HNRNPDL	coding	coding	intra	1600__1900	4
HNRNPH1	HNRNPH1	coding	coding	intra	2000__2200	4
HNRNPH1	HNRNPH1	coding	coding	intra	1700__2200	11
HNRNPH1	HNRNPH1	coding	coding	intra	1600__1800	6
HNRNPH1	HNRNPH1	coding	coding	intra	1700__2100	7
HNRNPK	HNRNPK	coding	coding	intra	1400__1500	10
HNRNPK	HNRNPK	coding	coding	intra	1700__1900	6
HNRNPK	HNRNPK	coding	coding	intra	1600__1700	12
HNRNPK	HNRNPK	coding	coding	intra	2300__2600	11
ACTB	HNRNPL	coding	coding	inter	0__100	7
HNRNPL	HNRNPL	coding	coding	intra	600__700	7
FTH1	HNRNPL	coding	coding	inter	500__1700	7
HNRNPL	HNRNPL	coding	coding	intra	900__1100	6
ACTB	HNRNPM	coding	coding	inter	0__0	4
HNRNPM	HNRNPM	coding	coding	intra	500__600	6
HNRNPM	HNRNPM	coding	coding	intra	1500__1600	10
HNRNPM	HNRNPM	coding	coding	intra	1500__1700	6
HNRNPU	HNRNPU	coding	coding	intra	3100__3300	25
HNRNPU	HNRNPU	coding	coding	intra	3000__3300	4
HNRNPU	HNRNPU	coding	coding	intra	2700__2900	8
HSF2	HSF2	coding	coding	intra	2100__2300	6
ACTB	hsnrna-RNU1-1	coding	snrna	inter	1400__0	4
FTH1	hsnrna-RNU1-1	coding	snrna	inter	700__0	14
HSPB1	hsnrna-RNU1-1	coding	snrna	inter	700__0	6
RPL37	hsnrna-RNU1-1	coding	snrna	inter	300__0	5
RPL37	hsnrna-RNU1-1	coding	snrna	inter	200__0	7
RPL4	hsnrna-RNU1-1	coding	snrna	inter	600__0	17
RPL41	hsnrna-RNU1-1	coding	snrna	inter	400__0	21
PKM	hsnrna-RNU1-1	coding	snrna	inter	2700__100	8
FTH1	hsnrna-RNU1-1	coding	snrna	inter	600__0	6
FTL	hsnrna-RNU1-1	coding	snrna	inter	700__0	9
GAPDH	hsnrna-RNU1-1	coding	snrna	inter	1300__100	14
RPL19	hsnrna-RNU1-1	coding	snrna	inter	100__0	6
RPL4	hsnrna-RNU6-1	coding	snrna	inter	600__0	18
HSP90AA1	HSP90AA1	coding	coding	intra	900__1100	6
HSP90AA1	HSP90AA1	coding	coding	intra	3000__3300	17
HSP90AA1	HSP90AA1	coding	coding	intra	3100__3500	7
HSP90AA1	HSP90AA1	coding	coding	intra	3000__3500	23
HSP90AA1	HSP90AA1	coding	coding	intra	3200__3500	8
HSP90AA1	HSP90AA1	coding	coding	intra	3000__3200	11
HSP90AA1	HSP90AA1	coding	coding	intra	3300__3400	21
HSP90AA1	HSP90AA1	coding	coding	intra	3100__3300	9
HSP90AA1	HSP90AA1	coding	coding	intra	3200__3400	16
BASP1	HSP90AB1	coding	coding	inter	0__1600	4
GAPDH	HSP90AB1	coding	coding	inter	600__2400	7
HSP90AB1	HSP90AB1	coding	coding	intra	2100__2400	5
HSP90AB1	HSP90AB1	coding	coding	intra	1800__2200	4
HSP90AB1	HSP90AB1	coding	coding	intra	1700__2400	4
GAPDH	HSP90AB1	coding	coding	inter	600__2500	8
ENO1	HSP90AB1	coding	coding	inter	2200__1800	22
HSPA8	HSPA8	coding	coding	intra	2200__2300	42
HSPA8	HSPA8	coding	coding	intra	1400__1600	7
HSPA9	HSPA9	coding	coding	intra	2100__2200	7
HSPA9	HSPA9	coding	coding	intra	2800__2900	16
HSPB1	HSPB1	coding	coding	intra	500__700	8
GAPDH	HSPB1	coding	coding	inter	800__300	8
EEF1A1	HSPB1	coding	coding	inter	1300__800	8
HSPD1	HSPD1	coding	coding	intra	1500__1600	6
HSPD1	HSPD1	coding	coding	intra	1700__2200	29
HSPD1	HSPD1	coding	coding	intra	1800__2000	5
HSPD1	HSPD1	coding	coding	intra	900__1000	12
HSPD1	HSPD1	coding	coding	intra	1900__2000	8
HSPD1	HSPD1	coding	coding	intra	2000__2200	6
HSPD1	HSPD1	coding	coding	intra	1000__2000	5
HSPD1	HSPD1	coding	coding	intra	2100__2200	45
HSPD1	HSPD1	coding	coding	intra	1700__2300	4
HSPD1	HSPD1	coding	coding	intra	400__800	6
GAPDH	HSPD1	coding	coding	inter	1100__500	5
HSPE1	HSPE1	coding	coding	intra	600__700	5
HSPE1	HSPE1	coding	coding	intra	700__800	7
ABCA2	HSU13369-5ETS	coding	rrna-spacer	inter	7600__400	7
ACTG1	HSU13369-5ETS	coding	rrna-spacer	inter	100__400	7
ACTN4	HSU13369-5ETS	coding	rrna-spacer	inter	200__400	7
FTL	HSU13369-5ETS	coding	rrna-spacer	inter	300__2100	4
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	3300__3500	28
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	400__2100	7
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	1400__3600	18
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	900__1200	11
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	1900__2700	7
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	1800__2700	5
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	900__1300	28
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	2300__2400	9
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	1900__2600	15
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	1400__1600	5
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	800__1300	7
EEF1G	HSU13369-5ETS	coding	rrna-spacer	inter	1400__1300	8
FTH1	HSU13369-5ETS	coding	rrna-spacer	inter	100__1700	5
HSU13369-5ETS	HSU13369-5ETS	rrna-spacer	rrna-spacer	intra	3400__3500	22
HSU13369-5ETS	HSU13369-ITS1	rrna-spacer	rrna-spacer	inter	800__1000	8
HSU13369-ITS1	HSU13369-ITS1	rrna-spacer	rrna-spacer	intra	700__800	12
HSU13369-5ETS	HSU13369-ITS1	rrna-spacer	rrna-spacer	inter	3500__300	13
ACTB	HSU13369-ITS2	coding	rrna-spacer	inter	1600__400	5
FTH1	HSU13369-ITS2	coding	rrna-spacer	inter	100__400	21
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	700__900	4
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	0__100	11
HSU13369-ITS1	HSU13369-ITS2	rrna-spacer	rrna-spacer	inter	100__300	10
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	700__1100	4
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	100__200	7
GAPDH	HSU13369-ITS2	coding	rrna-spacer	inter	1400__600	6
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	400__700	48
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	400__800	16
HSU13369-ITS2	HSU13369-ITS2	rrna-spacer	rrna-spacer	intra	300__700	9
HTRA1	HTRA1	coding	coding	intra	1600__1800	10
HTRA1	HTRA1	coding	coding	intra	400__500	12
AAAS	human-4V6X-18S	coding	rrna	inter	200__200	10
FBL	human-4V6X-18S	coding	rrna	inter	0__1500	6
FBRS	human-4V6X-18S	coding	rrna	inter	2800__200	14
FBRS	human-4V6X-18S	coding	rrna	inter	1900__900	5
FBRS	human-4V6X-18S	coding	rrna	inter	2900__200	6
HDGF	human-4V6X-18S	coding	rrna	inter	2200__900	30
RPS9	human-4V6X-18S	coding	rrna	inter	400__1300	10
FGFRL1	human-4V6X-18S	coding	rrna	inter	3000__1300	5
RQCD1	human-4V6X-18S	coding	rrna	inter	2200__700	7
METTL9	human-4V6X-18S	coding	rrna	inter	100__700	5
ACO2	human-4V6X-18S	coding	rrna	inter	700__400	6
ACOT7	human-4V6X-18S	coding	rrna	inter	1200__1400	9
ACTB	human-4V6X-18S	coding	rrna	inter	800__1100	8
ACTB	human-4V6X-18S	coding	rrna	inter	500__900	9
S100A11	human-4V6X-18S	coding	rrna	inter	500__1300	7
ACTB	human-4V6X-18S	coding	rrna	inter	300__1100	21
ACTB	human-4V6X-18S	coding	rrna	inter	500__600	11
ACTB	human-4V6X-18S	coding	rrna	inter	1600__1100	21
FLNA	human-4V6X-18S	coding	rrna	inter	8400__400	13
ACTB	human-4V6X-18S	coding	rrna	inter	0__600	11
ACTB	human-4V6X-18S	coding	rrna	inter	1100__700	4
ACTB	human-4V6X-18S	coding	rrna	inter	300__600	11
FLNA	human-4V6X-18S	coding	rrna	inter	7700__1300	6
FLNA	human-4V6X-18S	coding	rrna	inter	8200__400	4
ACTB	human-4V6X-18S	coding	rrna	inter	1400__100	32
ACTB	human-4V6X-18S	coding	rrna	inter	200__1600	7
ACTB	human-4V6X-18S	coding	rrna	inter	1500__1300	22
FLNA	human-4V6X-18S	coding	rrna	inter	8300__400	8
ACTB	human-4V6X-18S	coding	rrna	inter	600__1300	51
S100A6	human-4V6X-18S	coding	rrna	inter	200__900	18
ACTB	human-4V6X-18S	coding	rrna	inter	1700__700	8
ACTB	human-4V6X-18S	coding	rrna	inter	300__400	4
ACTB	human-4V6X-18S	coding	rrna	inter	0__400	18
ACTB	human-4V6X-18S	coding	rrna	inter	200__700	102
ACTB	human-4V6X-18S	coding	rrna	inter	1700__900	16
SART1	human-4V6X-18S	coding	rrna	inter	1900__1300	5
ACTB	human-4V6X-18S	coding	rrna	inter	1100__900	9
ACTB	human-4V6X-18S	coding	rrna	inter	1700__100	15
FSCN1	human-4V6X-18S	coding	rrna	inter	1900__700	5
MRC2	human-4V6X-18S	coding	rrna	inter	5100__900	6
HNRNPC	human-4V6X-18S	coding	rrna	inter	200__1300	9
ACTB	human-4V6X-18S	coding	rrna	inter	100__900	48
ACTB	human-4V6X-18S	coding	rrna	inter	100__700	22
ACTB	human-4V6X-18S	coding	rrna	inter	1100__1300	9
ACTB	human-4V6X-18S	coding	rrna	inter	0__900	17
ACTB	human-4V6X-18S	coding	rrna	inter	1600__900	368
PKM	human-4V6X-18S	coding	rrna	inter	2600__1300	7
ACTB	human-4V6X-18S	coding	rrna	inter	1400__900	52
ACTB	human-4V6X-18S	coding	rrna	inter	0__200	15
SEC11A	human-4V6X-18S	coding	rrna	inter	1000__400	6
ACTB	human-4V6X-18S	coding	rrna	inter	700__1300	28
ACTB	human-4V6X-18S	coding	rrna	inter	1500__600	17
C1QTNF6	human-4V6X-18S	coding	rrna	inter	2400__900	4
ACTB	human-4V6X-18S	coding	rrna	inter	1500__1400	7
ACTB	human-4V6X-18S	coding	rrna	inter	700__1500	7
ACTB	human-4V6X-18S	coding	rrna	inter	0__1300	7
ACTB	human-4V6X-18S	coding	rrna	inter	1400__1300	11
ACTB	human-4V6X-18S	coding	rrna	inter	800__600	8
MSN	human-4V6X-18S	coding	rrna	inter	3600__400	4
MSN	human-4V6X-18S	coding	rrna	inter	3600__1300	8
MSN	human-4V6X-18S	coding	rrna	inter	3400__1300	7
FTH1	human-4V6X-18S	coding	rrna	inter	100__400	22
ACTB	human-4V6X-18S	coding	rrna	inter	1600__400	11
ACTB	human-4V6X-18S	coding	rrna	inter	300__1300	26
CACTIN	human-4V6X-18S	coding	rrna	inter	2500__700	4
ACTB	human-4V6X-18S	coding	rrna	inter	900__1300	14
ACTB	human-4V6X-18S	coding	rrna	inter	1500__900	78
ACTB	human-4V6X-18S	coding	rrna	inter	100__600	5
SERPINH1	human-4V6X-18S	coding	rrna	inter	1900__100	4
ACTB	human-4V6X-18S	coding	rrna	inter	200__1300	6
ACTB	human-4V6X-18S	coding	rrna	inter	1700__1100	10
FTH1	human-4V6X-18S	coding	rrna	inter	600__0	7
ACTG1	human-4V6X-18S	coding	rrna	inter	900__1300	8
ACTG1	human-4V6X-18S	coding	rrna	inter	500__600	7
hsnrna-RNU1-1	human-4V6X-18S	snrna	rrna	inter	0__900	5
ACTG1	human-4V6X-18S	coding	rrna	inter	600__900	19
FTH1	human-4V6X-18S	coding	rrna	inter	300__1300	23
ACTG1	human-4V6X-18S	coding	rrna	inter	1300__700	7
FTH1	human-4V6X-18S	coding	rrna	inter	200__1300	47
ACTG1	human-4V6X-18S	coding	rrna	inter	600__1100	4
ACTG1	human-4V6X-18S	coding	rrna	inter	700__1100	4
ACTG1	human-4V6X-18S	coding	rrna	inter	500__1400	5
ACTG1	human-4V6X-18S	coding	rrna	inter	1300__600	4
HSP90AB1	human-4V6X-18S	coding	rrna	inter	2500__900	22
ACTG1	human-4V6X-18S	coding	rrna	inter	1000__600	5
FTH1	human-4V6X-18S	coding	rrna	inter	0__1300	6
ACTG1	human-4V6X-18S	coding	rrna	inter	100__900	8
ACTG1	human-4V6X-18S	coding	rrna	inter	800__1300	31
FTH1	human-4V6X-18S	coding	rrna	inter	300__900	5
ACTG1	human-4V6X-18S	coding	rrna	inter	500__1100	14
ACTG1	human-4V6X-18S	coding	rrna	inter	1700__1200	14
SHC1	human-4V6X-18S	coding	rrna	inter	0__700	7
FTH1	human-4V6X-18S	coding	rrna	inter	600__100	6
